account_id,txn_count_7d,volume_7d,txn_count_30d,volume_30d,total_count_180d,total_volume_180d,unique_counterparties_30d,last_active_ts,avg_monthly_count,avg_monthly_volume,dormancy_days
ACC_00021,2,91908.68,8,367634.72,48,2205808.32,5,2026-06-23T14:30:48.717239,8,367634.72,9
ACC_00022,2,92856.11,8,371424.43,48,2228546.58,5,2026-06-26T06:30:48.717239,8,371424.43,8
ACC_00023,2,92294.74,8,369178.94,48,2215073.64,5,2026-06-24T13:30:48.717239,8,369178.94,8
ACC_00024,2,90619.92,8,362479.67,48,2174878.02,5,2026-06-24T12:30:48.717239,8,362479.67,8
ACC_00025,2,92745.66,8,370982.62,48,2225895.72,5,2026-06-26T09:30:48.717239,8,370982.62,2
ACC_00026,2,93688.68,8,374754.74,48,2248528.44,5,2026-06-26T15:30:48.717239,8,374754.74,3
ACC_00027,2,89252.16,8,357008.62,48,2142051.72,5,2026-06-26T06:30:48.717239,8,357008.62,2
ACC_00028,2,93410.85,8,373643.39,48,2241860.34,5,2026-06-25T20:30:48.717239,8,373643.39,6
ACC_00029,2,90331.99,8,361327.96,48,2167967.76,5,2026-06-26T17:30:48.717239,8,361327.96,2
ACC_00030,2,94502.59,8,378010.36,48,2268062.16,5,2026-06-18T19:30:48.717239,8,378010.36,4
ACC_00031,1,186600.81,2,746403.25,12,4478419.5,1,2026-06-18T00:30:48.717239,2,746403.25,5
ACC_00032,1,188495.24,2,753980.95,12,4523885.7,1,2026-06-17T04:30:48.717239,2,753980.95,3
ACC_00033,1,185653.6,2,742614.4,12,4455686.4,1,2026-06-18T00:30:48.717239,2,742614.4,3
ACC_00034,1,240467.98,2,961871.9,12,5771231.4,1,2026-06-17T00:30:48.717239,2,961871.9,9
ACC_00035,1,242909.28,2,971637.1,12,5829822.6,1,2026-06-16T04:30:48.717239,2,971637.1,5
ACC_00036,1,239247.32,2,956989.3,12,5741935.8,1,2026-06-17T00:30:48.717239,2,956989.3,10
ACC_00037,1,215005.47,2,860021.88,12,5160131.28,1,2026-06-16T00:30:48.717239,2,860021.88,10
ACC_00038,1,217188.27,2,868753.07,12,5212518.42,1,2026-06-15T04:30:48.717239,2,868753.07,4
ACC_00039,1,213914.07,2,855656.29,12,5133937.74,1,2026-06-16T00:30:48.717239,2,855656.29,10
ACC_00040,1,155941.13,2,623764.51,12,3742587.06,1,2026-06-20T00:30:48.717239,2,623764.51,1
ACC_00041,1,157524.28,2,630097.14,12,3780582.84,1,2026-06-19T04:30:48.717239,2,630097.14,9
ACC_00042,1,155149.55,2,620598.19,12,3723589.14,1,2026-06-20T00:30:48.717239,2,620598.19,10
ACC_00043,1,231507.42,2,926029.7,12,5556178.2,1,2026-06-16T00:30:48.717239,2,926029.7,3
ACC_00044,1,233857.76,2,935431.02,12,5612586.12,1,2026-06-15T04:30:48.717239,2,935431.02,7
ACC_00045,1,230332.26,2,921329.04,12,5527974.24,1,2026-06-16T00:30:48.717239,2,921329.04,2
ACC_00046,1,566088.19,4,2264352.74,24,13586116.44,2,2026-06-05T00:30:48.717239,4,2264352.74,4
ACC_00047,1,521847.02,4,2087388.07,24,12524328.42,2,2026-06-24T00:30:48.717239,4,2087388.07,8
ACC_00048,1,474283.79,4,1897135.15,24,11382810.9,2,2026-06-25T00:30:48.717239,4,1897135.15,2
ACC_00049,1,466647.18,4,1866588.73,24,11199532.38,2,2026-06-16T00:30:48.717239,4,1866588.73,6
ACC_00050,1,545983.54,4,2183934.16,24,13103604.96,2,2026-06-26T00:30:48.717239,4,2183934.16,1
ACC_00051,1,558167.34,4,2232669.35,24,13396016.1,2,2026-06-22T00:30:48.717239,4,2232669.35,5
ACC_00052,1,611644.66,4,2446578.65,24,14679471.9,2,2026-06-14T00:30:48.717239,4,2446578.65,2
ACC_00053,1,567251.57,4,2269006.28,24,13614037.68,2,2026-06-29T00:30:48.717239,4,2269006.28,7
ACC_00054,1,557239.43,4,2228957.71,24,13373746.26,2,2026-06-15T00:30:48.717239,4,2228957.71,6
ACC_00055,1,530499.07,4,2121996.27,24,12731977.62,2,2026-06-25T00:30:48.717239,4,2121996.27,10
ACC_00056,1,434511.26,4,1738045.05,24,10428270.3,2,2026-06-20T00:30:48.717239,4,1738045.05,2
ACC_00057,1,580990.09,4,2323960.35,24,13943762.1,2,2026-06-26T00:30:48.717239,4,2323960.35,6
ACC_00058,1,502532.51,4,2010130.05,24,12060780.3,2,2026-06-12T00:30:48.717239,4,2010130.05,3
ACC_00059,1,372575.23,4,1490300.93,24,8941805.58,2,2026-06-28T00:30:48.717239,4,1490300.93,1
ACC_00060,1,569748.93,4,2278995.73,24,13673974.38,2,2026-06-22T00:30:48.717239,4,2278995.73,2
ACC_00061,1,356022.86,1,1424091.42,6,8544548.52,1,2026-06-30T06:30:48.718230,1,1424091.42,180
ACC_00062,1,229905.04,1,919620.16,6,5517720.96,1,2026-06-30T18:30:48.718237,1,919620.16,180
ACC_00063,1,428061.62,1,1712246.47,6,10273478.82,1,2026-06-29T18:30:48.718242,1,1712246.47,180
ACC_00064,1,245695.19,1,982780.77,6,5896684.62,1,2026-06-30T01:30:48.718247,1,982780.77,180
ACC_00065,1,234606.67,1,938426.69,6,5630560.14,1,2026-06-29T17:30:48.718252,1,938426.69,180
ACC_00066,1,262797.57,1,1051190.29,6,6307141.74,1,2026-06-29T10:30:48.718256,1,1051190.29,180
ACC_00067,1,409879.22,1,1639516.86,6,9837101.16,1,2026-06-29T21:30:48.718261,1,1639516.86,180
ACC_00068,1,231633.52,1,926534.06,6,5559204.36,1,2026-06-29T03:30:48.718267,1,926534.06,180
ACC_00069,1,263881.62,1,1055526.49,6,6333158.94,1,2026-06-30T09:30:48.718271,1,1055526.49,180
ACC_00070,1,286870.9,1,1147483.59,6,6884901.54,1,2026-06-29T18:30:48.718276,1,1147483.59,180
ACC_00071,1,232796.12,1,931184.5,6,5587107.0,1,2026-06-29T07:30:48.718280,1,931184.5,180
ACC_00072,1,280301.58,1,1121206.3,6,6727237.8,1,2026-06-30T04:30:48.718285,1,1121206.3,180
ACC_00073,1,317698.25,1,1270792.99,6,7624757.94,1,2026-06-29T11:30:48.718289,1,1270792.99,180
ACC_00074,1,238720.29,1,954881.16,6,5729286.96,1,2026-06-30T05:30:48.718293,1,954881.16,180
ACC_00075,1,255878.1,1,1023512.42,6,6141074.52,1,2026-06-30T10:30:48.718298,1,1023512.42,180
ACC_00076,1,11149.9,3,44599.61,18,267597.66,2,2026-06-21T09:30:48.717239,3,44599.61,8
ACC_00077,2,216439.74,10,865758.97,60,5194553.82,7,2026-06-30T08:30:48.717239,10,865758.97,8
ACC_00078,1,29913.11,6,119652.44,36,717914.64,4,2026-06-22T16:30:48.717239,6,119652.44,8
ACC_00079,1,33156.04,7,132624.15,42,795744.9,4,2026-06-25T14:30:48.717239,7,132624.15,5
ACC_00080,2,42667.82,9,170671.29,54,1024027.74,6,2026-06-30T16:30:48.717239,9,170671.29,10
ACC_00081,1,11102.78,2,44411.1,12,266466.6,1,2026-06-25T21:30:48.717239,2,44411.1,1
ACC_00082,1,19165.54,5,76662.18,30,459973.08,3,2026-06-27T07:30:48.717239,5,76662.18,6
ACC_00083,2,51611.31,10,206445.25,60,1238671.5,7,2026-06-26T08:30:48.717239,10,206445.25,1
ACC_00084,2,46765.46,10,187061.83,60,1122370.98,7,2026-06-30T19:30:48.717239,10,187061.83,10
ACC_00085,2,48878.41,10,195513.65,60,1173081.9,7,2026-06-30T12:30:48.717239,10,195513.65,8
ACC_00086,2,197996.99,8,791987.95,48,4751927.7,5,2026-06-20T10:30:48.717239,8,791987.95,6
ACC_00087,1,22995.27,4,91981.07,24,551886.42,2,2026-06-28T02:30:48.717239,4,91981.07,10
ACC_00088,1,25015.03,5,100060.11,30,600360.66,3,2026-06-23T06:30:48.717239,5,100060.11,3
ACC_00089,2,30668.11,8,122672.45,48,736034.7,5,2026-06-30T05:30:48.717239,8,122672.45,4
ACC_00090,1,11108.75,4,44435.0,24,266610.0,2,2026-06-30T21:30:48.717239,4,44435.0,1
ACC_00091,1,17137.9,4,68551.59,24,411309.54,2,2026-06-27T16:30:48.717239,4,68551.59,5
ACC_00092,2,37355.68,9,149422.74,54,896536.44,6,2026-06-26T07:30:48.717239,9,149422.74,6
ACC_00093,1,26900.89,7,107603.57,42,645621.42,4,2026-06-22T19:30:48.717239,7,107603.57,1
ACC_00094,1,27768.02,5,111072.08,30,666432.48,3,2026-06-22T12:30:48.717239,5,111072.08,2
ACC_00095,1,1737.67,1,6950.69,6,41704.14,1,2026-06-06T23:30:48.717239,1,6950.69,9
ACC_00096,3,67143.31,12,268573.24,72,1611439.44,8,2026-06-25T03:30:48.717239,12,268573.24,10
ACC_00097,2,39480.12,9,157920.47,54,947522.82,6,2026-06-28T08:30:48.717239,9,157920.47,7
ACC_00098,2,39496.7,9,157986.82,54,947920.92,6,2026-06-30T08:30:48.717239,9,157986.82,2
ACC_00099,2,39101.69,10,156406.77,60,938440.62,7,2026-06-24T10:30:48.717239,10,156406.77,7
ACC_00100,2,179660.09,8,718640.37,48,4311842.22,5,2026-06-27T04:30:48.717239,8,718640.37,5
ACC_00101,1,193583.36,4,774333.42,24,4646000.52,2,2026-06-29T06:30:48.717239,4,774333.42,3
ACC_00102,2,135644.98,10,542579.91,60,3255479.46,7,2026-06-27T22:30:48.717239,10,542579.91,4
ACC_00103,1,32559.32,6,130237.28,36,781423.68,4,2026-06-26T19:30:48.717239,6,130237.28,7
ACC_00104,2,35948.56,8,143794.24,48,862765.44,5,2026-06-30T03:30:48.717239,8,143794.24,2
ACC_00105,1,16113.79,4,64455.16,24,386730.96,2,2026-06-26T19:30:48.717239,4,64455.16,1
ACC_00106,2,59318.34,10,237273.37,60,1423640.22,7,2026-06-25T13:30:48.717239,10,237273.37,4
ACC_00107,1,240430.44,7,961721.77,42,5770330.62,4,2026-06-24T15:30:48.717239,7,961721.77,3
ACC_00108,1,10896.94,2,43587.74,12,261526.44,1,2026-06-28T08:30:48.717239,2,43587.74,7
ACC_00109,2,187459.82,11,749839.29,66,4499035.74,7,2026-06-26T00:30:48.717239,11,749839.29,7
ACC_00110,1,30375.67,6,121502.67,36,729016.02,4,2026-06-29T18:30:48.717239,6,121502.67,5
ACC_00111,2,375128.84,8,1500515.38,48,9003092.28,5,2026-06-29T00:30:48.717239,8,1500515.38,3
ACC_00112,2,299611.28,9,1198445.12,54,7190670.72,6,2026-06-29T23:30:48.717239,9,1198445.12,2
ACC_00113,2,37928.74,8,151714.97,48,910289.82,5,2026-06-30T05:30:48.717239,8,151714.97,5
ACC_00114,2,42320.26,11,169281.05,66,1015686.3,7,2026-06-30T15:30:48.717239,11,169281.05,8
ACC_00115,1,32108.68,7,128434.72,42,770608.32,4,2026-06-30T12:30:48.717239,7,128434.72,7
ACC_00116,1,13071.34,5,52285.35,30,313712.1,3,2026-06-24T12:30:48.717239,5,52285.35,5
ACC_00117,2,46061.28,11,184245.11,66,1105470.66,7,2026-06-29T13:30:48.717239,11,184245.11,10
ACC_00118,2,30557.61,8,122230.43,48,733382.58,5,2026-06-30T18:30:48.717239,8,122230.43,3
ACC_00119,1,241764.39,5,967057.55,30,5802345.3,3,2026-06-30T18:30:48.718237,5,967057.55,6
ACC_00120,2,57084.32,10,228337.29,60,1370023.74,7,2026-06-27T10:30:48.717239,10,228337.29,2
ACC_00121,1,383419.42,7,1533677.67,42,9202066.02,4,2026-06-30T06:30:48.718230,7,1533677.67,6
ACC_00122,1,39792.11,7,159168.43,42,955010.58,4,2026-06-30T19:30:48.717239,7,159168.43,9
ACC_00123,1,8244.18,2,32976.72,12,197860.32,1,2026-06-15T21:30:48.717239,2,32976.72,4
ACC_00124,1,167298.92,7,669195.69,42,4015174.14,4,2026-06-29T15:30:48.717239,7,669195.69,8
ACC_00125,2,30021.76,10,120087.04,60,720522.24,7,2026-06-27T01:30:48.717239,10,120087.04,8
ACC_00126,1,147757.13,7,591028.51,42,3546171.06,4,2026-06-28T21:30:48.717239,7,591028.51,7
ACC_00127,3,130000.83,13,520003.31,78,3120019.86,9,2026-06-30T16:30:48.717239,13,520003.31,8
ACC_00128,1,33189.9,5,132759.59,30,796557.54,3,2026-06-17T14:30:48.717239,5,132759.59,5
ACC_00129,1,28816.22,7,115264.89,42,691589.34,4,2026-06-20T14:30:48.717239,7,115264.89,10
ACC_00130,1,164533.54,6,658134.14,36,3948804.84,4,2026-06-26T00:30:48.717239,6,658134.14,10
ACC_00131,1,257057.46,7,1028229.82,42,6169378.92,4,2026-06-29T17:30:48.718252,7,1028229.82,7
ACC_00132,1,274345.6,5,1097382.4,30,6584294.4,3,2026-06-30T01:30:48.718247,5,1097382.4,2
ACC_00133,2,40675.86,9,162703.43,54,976220.58,6,2026-06-29T19:30:48.717239,9,162703.43,7
ACC_00134,1,181850.73,6,727402.92,36,4364417.52,4,2026-06-25T12:30:48.717239,6,727402.92,6
ACC_00135,2,111209.84,8,444839.38,48,2669036.28,5,2026-06-29T19:30:48.717239,8,444839.38,10
ACC_00136,2,171883.15,8,687532.59,48,4125195.54,5,2026-06-24T22:30:48.717239,8,687532.59,3
ACC_00137,1,99980.44,7,399921.74,42,2399530.44,4,2026-06-27T23:30:48.717239,7,399921.74,7
ACC_00138,1,242056.3,3,968225.22,18,5809351.32,2,2026-06-29T07:30:48.718280,3,968225.22,7
ACC_00139,1,23107.06,4,92428.23,24,554569.38,2,2026-06-23T23:30:48.717239,4,92428.23,2
ACC_00140,2,292933.75,8,1171735.01,48,7030410.06,5,2026-06-23T23:30:48.717239,8,1171735.01,1
ACC_00141,1,11909.56,5,47638.26,30,285829.56,3,2026-06-27T07:30:48.717239,5,47638.26,9
ACC_00142,3,47489.09,13,189956.37,78,1139738.22,9,2026-06-27T10:30:48.717239,13,189956.37,6
ACC_00143,2,39601.62,9,158406.49,54,950438.94,6,2026-06-21T20:30:48.717239,9,158406.49,8
ACC_00144,2,84512.58,8,338050.31,48,2028301.86,5,2026-06-22T18:30:48.717239,8,338050.31,4
ACC_00145,1,26420.45,6,105681.79,36,634090.74,4,2026-06-29T07:30:48.717239,6,105681.79,3
ACC_00146,2,33434.32,9,133737.28,54,802423.68,6,2026-06-29T21:30:48.717239,9,133737.28,8
ACC_00147,1,306243.5,7,1224973.99,42,7349843.94,4,2026-06-29T18:30:48.718276,7,1224973.99,9
ACC_00148,3,56986.1,14,227944.38,84,1367666.28,9,2026-06-29T06:30:48.717239,14,227944.38,9
ACC_00149,1,39249.29,7,156997.17,42,941983.02,4,2026-06-27T22:30:48.717239,7,156997.17,2
ACC_00150,1,622094.52,7,2488378.1,42,14930268.6,4,2026-06-29T18:30:48.718242,7,2488378.1,5
ACC_00151,1,29171.51,5,116686.05,30,700116.3,3,2026-06-25T19:30:48.717239,5,116686.05,8
ACC_00152,1,142306.78,6,569227.1,36,3415362.6,4,2026-06-28T04:30:48.717239,6,569227.1,7
ACC_00153,2,147229.11,9,588916.45,54,3533498.7,6,2026-06-30T20:30:48.717239,9,588916.45,2
ACC_00154,1,13782.09,5,55128.36,30,330770.16,3,2026-06-27T07:30:48.717239,5,55128.36,8
ACC_00155,1,174811.19,2,699244.77,12,4195468.62,1,2026-06-18T14:30:48.717239,2,699244.77,5
ACC_00156,1,39655.62,7,158622.47,42,951734.82,4,2026-06-30T17:30:48.717239,7,158622.47,3
ACC_00157,2,222277.0,11,889107.99,66,5334647.94,7,2026-06-26T20:30:48.717239,11,889107.99,3
ACC_00158,1,167294.8,5,669179.2,30,4015075.2,3,2026-06-26T03:30:48.717239,5,669179.2,5
ACC_00159,2,232727.64,9,930910.58,54,5585463.48,6,2026-06-27T14:30:48.717239,9,930910.58,4
ACC_00160,1,19908.43,4,79633.71,24,477802.26,2,2026-06-10T22:30:48.717239,4,79633.71,9
ACC_00161,1,20804.26,5,83217.05,30,499302.3,3,2026-06-29T03:30:48.717239,5,83217.05,7
ACC_00162,1,93587.51,5,374350.03,30,2246100.18,3,2026-06-24T01:30:48.717239,5,374350.03,5
ACC_00163,3,125587.42,12,502349.7,72,3014098.2,8,2026-06-29T14:30:48.717239,12,502349.7,10
ACC_00164,1,43224.49,7,172897.96,42,1037387.76,4,2026-06-24T20:30:48.717239,7,172897.96,1
ACC_00165,1,19966.28,5,79865.13,30,479190.78,3,2026-06-30T03:30:48.717239,5,79865.13,9
ACC_00166,1,34095.38,5,136381.51,30,818289.06,3,2026-06-26T05:30:48.717239,5,136381.51,2
ACC_00167,2,223468.83,11,893875.32,66,5363251.92,7,2026-06-27T06:30:48.717239,11,893875.32,1
ACC_00168,2,56463.68,8,225854.72,48,1355128.32,5,2026-06-28T21:30:48.717239,8,225854.72,9
ACC_00169,1,32586.29,5,130345.15,30,782070.9,3,2026-06-24T18:30:48.717239,5,130345.15,2
ACC_00170,1,5582.6,4,22330.41,24,133982.46,2,2026-06-26T22:30:48.717239,4,22330.41,9
ACC_00171,1,21833.38,5,87333.5,30,524001.0,3,2026-06-29T17:30:48.717239,5,87333.5,7
ACC_00172,2,197681.46,8,790725.86,48,4744355.16,5,2026-06-25T17:30:48.717239,8,790725.86,7
ACC_00173,2,60433.59,11,241734.37,66,1450406.22,7,2026-06-26T21:30:48.717239,11,241734.37,2
ACC_00174,1,100474.1,3,401896.41,18,2411378.46,2,2026-06-20T01:30:48.717239,3,401896.41,8
ACC_00175,2,51770.09,9,207080.35,54,1242482.1,6,2026-06-26T21:30:48.717239,9,207080.35,10
ACC_00176,1,17299.1,3,69196.4,18,415178.4,2,2026-06-22T10:30:48.717239,3,69196.4,5
ACC_00177,2,48633.0,9,194532.0,54,1167192.0,6,2026-06-23T12:30:48.717239,9,194532.0,6
ACC_00178,1,48045.94,7,192183.76,42,1153102.56,4,2026-06-22T05:30:48.717239,7,192183.76,5
ACC_00179,1,25111.8,5,100447.2,30,602683.2,3,2026-06-22T19:30:48.717239,5,100447.2,10
ACC_00180,1,27408.12,5,109632.46,30,657794.76,3,2026-06-29T14:30:48.717239,5,109632.46,2
ACC_00181,3,144323.04,13,577292.17,78,3463753.02,9,2026-06-30T20:30:48.717239,13,577292.17,9
ACC_00182,3,159323.18,12,637292.71,72,3823756.26,8,2026-06-26T22:30:48.717239,12,637292.71,1
ACC_00183,2,224816.73,11,899266.91,66,5395601.46,7,2026-06-29T20:30:48.717239,11,899266.91,2
ACC_00184,2,48975.55,9,195902.2,54,1175413.2,6,2026-06-30T01:30:48.717239,9,195902.2,8
ACC_00185,1,44759.11,7,179036.44,42,1074218.64,4,2026-06-28T01:30:48.717239,7,179036.44,3
ACC_00186,1,46250.8,6,185003.18,36,1110019.08,4,2026-06-25T04:30:48.717239,6,185003.18,3
ACC_00187,2,45386.12,11,181544.48,66,1089266.88,7,2026-06-30T18:30:48.717239,11,181544.48,7
ACC_00188,1,23047.46,5,92189.83,30,553138.98,3,2026-06-27T21:30:48.717239,5,92189.83,1
ACC_00189,1,18261.16,3,73044.65,18,438267.9,2,2026-06-18T10:30:48.717239,3,73044.65,2
ACC_00190,2,45364.34,8,181457.37,48,1088744.22,5,2026-06-26T05:30:48.717239,8,181457.37,7
ACC_00191,2,148384.34,10,593537.35,60,3561224.1,7,2026-06-28T01:30:48.717239,10,593537.35,5
ACC_00192,3,77739.26,13,310957.06,78,1865742.36,9,2026-06-29T07:30:48.717239,13,310957.06,6
ACC_00193,2,69488.92,10,277955.69,60,1667734.14,7,2026-06-23T00:30:48.717239,10,277955.69,10
ACC_00194,2,37094.09,8,148376.36,48,890258.16,5,2026-06-27T14:30:48.717239,8,148376.36,8
ACC_00195,1,33460.57,6,133842.29,36,803053.74,4,2026-06-27T19:30:48.717239,6,133842.29,8
ACC_00196,2,56902.45,8,227609.81,48,1365658.86,5,2026-06-23T15:30:48.717239,8,227609.81,10
ACC_00197,3,70276.59,14,281106.37,84,1686638.22,9,2026-06-27T09:30:48.717239,14,281106.37,5
ACC_00198,1,456423.66,6,1825694.65,36,10954167.9,4,2026-06-30T10:30:48.718298,6,1825694.65,6
ACC_00199,3,67092.21,12,268368.83,72,1610212.98,8,2026-06-28T08:30:48.717239,12,268368.83,3
ACC_00200,2,194707.5,10,778829.99,60,4672979.94,7,2026-06-29T02:30:48.717239,10,778829.99,4
ACC_00201,2,25432.38,9,101729.53,54,610377.18,6,2026-06-30T19:30:48.717239,9,101729.53,3
ACC_00202,1,97248.36,7,388993.46,42,2333960.76,4,2026-06-25T00:30:48.717239,7,388993.46,2
ACC_00203,2,39739.82,8,158959.26,48,953755.56,5,2026-06-29T20:30:48.717239,8,158959.26,10
ACC_00204,1,30558.06,6,122232.25,36,733393.5,4,2026-06-23T20:30:48.717239,6,122232.25,5
ACC_00205,1,34116.01,6,136464.05,36,818784.3,4,2026-06-20T23:30:48.717239,6,136464.05,2
ACC_00206,1,30949.02,7,123796.1,42,742776.6,4,2026-06-27T11:30:48.717239,7,123796.1,7
ACC_00207,1,131524.85,6,526099.41,36,3156596.46,4,2026-06-12T17:30:48.717239,6,526099.41,9
ACC_00208,1,39201.94,7,156807.77,42,940846.62,4,2026-06-27T20:30:48.717239,7,156807.77,1
ACC_00209,3,307586.73,12,1230346.91,72,7382081.46,8,2026-06-30T09:30:48.718271,12,1230346.91,1
ACC_00210,2,452252.34,8,1809009.36,48,10854056.16,5,2026-06-29T21:30:48.718261,8,1809009.36,7
ACC_00211,2,42830.47,8,171321.88,48,1027931.28,5,2026-06-28T04:30:48.717239,8,171321.88,2
ACC_00212,2,33752.53,8,135010.12,48,810060.72,5,2026-06-27T04:30:48.717239,8,135010.12,1
ACC_00213,1,25761.12,6,103044.47,36,618266.82,4,2026-06-22T13:30:48.717239,6,103044.47,3
ACC_00214,2,57084.32,10,228337.29,60,1370023.74,7,2026-06-30T16:30:48.717239,10,228337.29,8
ACC_00215,2,289953.86,10,1159815.44,60,6958892.64,7,2026-06-27T15:30:48.717239,10,1159815.44,8
ACC_00216,1,21531.22,7,86124.87,42,516749.22,4,2026-06-29T17:30:48.717239,7,86124.87,7
ACC_00217,2,231089.32,10,924357.28,60,5546143.68,7,2026-06-30T18:30:48.717239,10,924357.28,10
ACC_00218,2,47765.34,10,191061.36,60,1146368.16,7,2026-06-25T09:30:48.717239,10,191061.36,8
ACC_00219,1,30956.27,5,123825.08,30,742950.48,3,2026-06-21T00:30:48.717239,5,123825.08,5
ACC_00220,1,26177.51,6,104710.05,36,628260.3,4,2026-06-30T14:30:48.717239,6,104710.05,10
ACC_00221,1,21178.19,6,84712.75,36,508276.5,4,2026-06-23T07:30:48.717239,6,84712.75,10
ACC_00222,2,282932.22,11,1131728.88,66,6790373.28,7,2026-06-30T05:30:48.718293,11,1131728.88,6
ACC_00223,1,27744.67,7,110978.67,42,665872.02,4,2026-06-29T06:30:48.717239,7,110978.67,7
ACC_00224,1,19817.68,6,79270.71,36,475624.26,4,2026-06-30T18:30:48.717239,6,79270.71,5
ACC_00225,1,33340.1,5,133360.39,30,800162.34,3,2026-06-28T17:30:48.717239,5,133360.39,2
ACC_00226,2,41252.9,9,165011.61,54,990069.66,6,2026-06-27T01:30:48.717239,9,165011.61,3
ACC_00227,2,596357.51,11,2385430.04,66,14312580.24,7,2026-06-29T11:30:48.718289,11,2385430.04,3
ACC_00228,2,29075.26,10,116301.03,60,697806.18,7,2026-06-30T23:30:48.717239,10,116301.03,1
ACC_00229,1,21374.62,7,85498.48,42,512990.88,4,2026-06-29T23:30:48.717239,7,85498.48,4
ACC_00230,2,59534.88,8,238139.5,48,1428837.0,5,2026-06-30T02:30:48.717239,8,238139.5,2
ACC_00231,2,48567.94,8,194271.75,48,1165630.5,5,2026-06-30T12:30:48.717239,8,194271.75,1
ACC_00232,2,50706.76,10,202827.05,60,1216962.3,7,2026-06-30T05:30:48.717239,10,202827.05,4
ACC_00233,3,183269.67,12,733078.69,72,4398472.14,8,2026-06-30T13:30:48.717239,12,733078.69,1
ACC_00234,1,49617.54,7,198470.18,42,1190821.08,4,2026-06-30T12:30:48.717239,7,198470.18,4
ACC_00235,1,19410.56,3,77642.26,18,465853.56,2,2026-06-17T13:30:48.717239,3,77642.26,8
ACC_00236,2,67429.48,11,269717.94,66,1618307.64,7,2026-06-29T22:30:48.717239,11,269717.94,3
ACC_00237,1,12353.72,2,49414.87,12,296489.22,1,2026-06-13T02:30:48.717239,2,49414.87,4
ACC_00238,3,74464.9,13,297859.6,78,1787157.6,9,2026-06-29T23:30:48.717239,13,297859.6,7
ACC_00239,1,24808.66,5,99234.63,30,595407.78,3,2026-06-21T04:30:48.717239,5,99234.63,9
ACC_00240,3,77976.45,12,311905.79,72,1871434.74,8,2026-06-28T14:30:48.717239,12,311905.79,4
ACC_00241,3,58781.38,15,235125.52,90,1410753.12,10,2026-06-29T14:30:48.717239,15,235125.52,2
ACC_00242,1,30678.12,7,122712.46,42,736274.76,4,2026-06-28T17:30:48.717239,7,122712.46,5
ACC_00243,2,41356.23,10,165424.93,60,992549.58,7,2026-06-30T19:30:48.717239,10,165424.93,8
ACC_00244,2,210255.36,10,841021.42,60,5046128.52,7,2026-06-27T23:30:48.717239,10,841021.42,3
ACC_00245,3,55947.66,12,223790.64,72,1342743.84,8,2026-06-26T18:30:48.717239,12,223790.64,8
ACC_00246,1,282645.92,7,1130583.7,42,6783502.2,4,2026-06-24T17:30:48.717239,7,1130583.7,7
