account_id,txn_count_7d,volume_7d,txn_count_30d,volume_30d,total_count_180d,total_volume_180d,unique_counterparties_30d,last_active_ts,avg_monthly_count,avg_monthly_volume,dormancy_days
ACC_00073,3,440353.84,9,720012.28,32,3457876.78,9,2026-06-27T21:29:01,5.33,576312.8,1
ACC_00074,4,238358.96,13,1158673.43,37,7360703.1,13,2026-06-27T00:03:25,6.17,1226783.85,2
ACC_00075,5,361396.77,12,1276375.82,33,1959170.9400000002,12,2026-06-05T22:22:31,5.5,326528.49,0
ACC_00076,2,36549.36,16,384231.93,55,4064843.97,16,2026-06-16T01:00:45,9.17,677474.0,2
ACC_00077,2,29586.69,17,1849268.37,46,3208471.83,17,2026-06-23T21:28:40,7.67,534745.31,3
ACC_00078,1,60634.29,16,512560.61,37,2158310.88,16,2026-05-29T23:34:54,6.17,359718.48,1
ACC_00079,6,148235.97999999998,18,1109662.64,27,1191813.04,18,2026-04-29T18:06:26,4.5,198635.51,2
ACC_00080,4,96436.0,15,576389.87,48,6199808.38,15,2026-06-28T23:55:07,8.0,1033301.4,0
ACC_00081,4,162936.22999999998,11,470789.94,32,2992491.32,11,2026-06-08T07:42:51,5.33,498748.55,0
ACC_00082,2,8237.67,12,283156.02999999997,33,764718.4,12,2026-06-27T17:21:54,5.5,127453.07,1
ACC_00083,1,2000000.0,13,3070124.9499999997,37,4095613.6,13,2026-06-14T04:37:55,6.17,682602.27,1
ACC_00084,0,0.0,0,0.0,0,0.0,0,,0.0,0.0,1170
ACC_00085,2,66663.81,28,683378.44,41,977938.27,28,2026-06-21T07:59:49,6.83,162989.71,1
ACC_00086,1,18141.44,11,293989.98,33,1079688.93,11,2026-06-15T04:29:28,5.5,179948.16,2
ACC_00087,1,5559.27,8,802558.62,42,3752551.5,8,2026-06-22T11:48:06,7.0,625425.25,6
ACC_00088,2,115950.78,12,479685.25,46,2733707.58,12,2026-06-12T23:23:47,7.67,455617.93,3
ACC_00089,3,382723.88,13,731918.4299999999,47,2009652.65,13,2026-06-28T21:01:37,7.83,334942.11,0
ACC_00090,0,0.0,9,181036.31,40,2508742.48,9,2026-06-21T22:59:02,6.67,418123.75,7
ACC_00091,2,62780.95,11,152974.12,41,2000258.77,11,2026-06-26T07:30:05,6.83,333376.46,2
ACC_00092,0,0.0,0,0.0,0,0.0,0,,0.0,0.0,1003
ACC_00093,2,101847.62,10,211087.75,36,1391306.22,10,2026-06-04T12:08:32,6.0,231884.37,3
ACC_00094,5,54407.46000000001,14,169805.76,37,1033304.87,14,2026-06-29T02:17:13,6.17,172217.48,0
ACC_00095,4,13979.419999999998,19,690850.7,46,1735601.19,19,2026-06-26T02:59:37,7.67,289266.86,2
ACC_00096,1,6343.03,13,2496789.95,53,4711426.41,13,2026-06-21T01:09:03,8.83,785237.74,1
ACC_00097,3,77353.78,15,2319566.06,36,3926271.38,15,2026-06-03T04:52:32,6.0,654378.56,0
ACC_00098,27,1884777.31,42,2367125.27,42,2367125.27,42,2026-06-29T01:41:51,7.0,394520.88,0
ACC_00099,3,109947.31,11,1762263.96,43,5746741.69,11,2026-06-25T09:27:00,7.17,957790.28,3
ACC_00100,12,468319.43,17,589890.02,17,589890.02,17,2026-06-21T20:56:44,2.83,98315.0,0
ACC_00101,1,65626.34,12,1167560.97,51,2736683.58,12,2026-06-29T01:45:17,8.5,456113.93,0
ACC_00102,5,3557303.82,16,5250949.17,44,6213466.79,16,2026-06-25T23:06:41,7.33,1035577.8,3
ACC_00103,4,351351.06,10,502712.33,39,1430585.51,10,2026-06-28T21:17:44,6.5,238430.92,0
ACC_00104,3,222850.82,11,544347.33,45,2201999.68,11,2026-06-26T20:44:31,7.5,366999.95,2
ACC_00105,2,133001.51,11,536709.49,35,2153331.69,11,2026-06-08T20:34:06,5.83,358888.62,3
ACC_00106,4,120950.01,14,255445.27000000002,47,1819626.22,14,2026-06-27T04:28:18,7.83,303271.04,1
ACC_00107,3,513507.17,9,796345.25,38,5440605.3100000005,9,2026-06-09T11:11:32,6.33,906767.55,0
ACC_00108,0,0.0,11,107585.15,51,2305371.09,11,2026-06-21T00:01:08,8.5,384228.51,8
ACC_00109,4,1468671.3,17,2971735.25,51,4073538.92,17,2026-06-28T21:06:35,8.5,678923.15,0
ACC_00110,0,0.0,14,452517.18,47,2109188.58,14,2026-06-18T07:11:29,7.83,351531.43,10
ACC_00111,2,102202.40000000001,13,618584.0599999999,45,2967962.42,12,2026-06-15T20:09:51,7.5,494660.4,2
ACC_00112,0,0.0,0,0.0,0,0.0,0,,0.0,0.0,516
ACC_00113,8,230347.37,13,433737.36,41,1190098.11,13,2026-06-28T18:12:35,6.83,198349.69,0
ACC_00114,2,11517.22,14,494905.62,47,3119928.65,14,2026-06-29T01:59:31,7.83,519988.11,0
ACC_00115,4,106309.35,14,452864.5,33,1083805.97,14,2026-06-04T04:51:52,5.5,180634.33,0
ACC_00116,3,20925.54,14,379330.22,40,2261826.7399999998,14,2026-06-21T22:08:39,6.67,376971.12,1
ACC_00117,0,0.0,0,0.0,0,0.0,0,,0.0,0.0,184
ACC_00118,3,13957.48,9,165526.41,33,2075273.73,9,2026-06-23T16:08:55,5.5,345878.96,5
ACC_00119,1,27314.55,7,687013.6799999999,31,3374121.7199999997,7,2026-06-09T10:52:28,5.17,562353.62,2
ACC_00120,3,515813.69,9,670637.74,41,1570174.77,9,2026-06-27T02:04:25,6.83,261695.8,2
ACC_00121,5,47829.86,19,960108.66,51,3918612.05,19,2026-06-28T21:04:15.674414,8.5,653102.01,0
ACC_00122,1,7002.79,13,446847.8300000001,42,1337395.33,13,2026-06-22T02:33:43,7.0,222899.22,2
ACC_00123,0,0.0,9,421270.68,37,2659014.12,9,2026-06-22T00:16:14,6.17,443169.02,7
ACC_00124,7,253411.50999999998,17,717681.38,46,1888049.8599999999,17,2026-06-28T07:35:03,7.67,314674.98,0
ACC_00125,1,6552.72,12,522867.57,50,1477959.56,12,2026-06-22T20:30:25,8.33,246326.59,6
ACC_00126,1,12791.78,13,525205.38,40,3853243.22,13,2026-06-27T17:07:53,6.67,642207.2,1
ACC_00127,1,5039.24,11,180463.8,30,1161523.3800000001,11,2026-06-05T05:13:46,5.0,193587.23,0
ACC_00128,3,81180.21,8,172939.59000000003,30,1801722.72,8,2026-06-28T20:37:32,5.0,300287.12,0
ACC_00129,0,0.0,11,420818.26,49,2697693.34,11,2026-06-17T02:23:43,8.17,449615.56,12
ACC_00130,3,70081.29000000001,13,539213.42,39,2143561.94,13,2026-06-27T10:37:34,6.5,357260.32,1
ACC_00131,6,940525.54,18,1254763.73,49,3761413.17,18,2026-06-27T12:38:06,8.17,626902.19,1
ACC_00132,1,1866.26,9,52723.62,33,1193470.35,9,2026-06-03T14:47:35,5.5,198911.72,0
ACC_00133,2,46258.88,14,564327.0700000001,43,1706135.59,14,2026-06-17T18:38:16,7.17,284355.93,0
ACC_00134,5,862041.7799999999,10,922266.67,36,2800421.64,10,2026-06-28T05:35:12,6.0,466736.94,0
ACC_00135,3,238387.66999999998,9,342544.69999999995,44,2082109.94,9,2026-06-17T01:05:35,7.33,347018.32,4
ACC_00136,2,46886.93,16,2176808.48,39,2866929.93,16,2026-06-03T15:25:49,6.5,477821.66,0
ACC_00137,5,147421.06,15,2493354.0700000003,56,4256067.42,15,2026-06-28T07:34:25,9.33,709344.57,0
ACC_00138,2,2368.34,14,515647.98000000004,47,2288451.0300000003,14,2026-06-29T00:26:11,7.83,381408.51,0
ACC_00139,1,100000.0,9,535951.0499999999,30,1323617.41,9,2026-06-02T11:56:36,5.0,220602.9,3
ACC_00140,4,25137.32,13,1503048.76,43,3932394.02,13,2026-06-28T13:22:48,7.17,655399.0,0
ACC_00141,6,98164.39000000001,15,1166151.86,38,1941844.24,15,2026-06-27T15:15:07,6.33,323640.71,1
ACC_00142,3,295701.28,12,704087.3099999999,33,1287823.19,12,2026-06-09T03:15:03,5.5,214637.2,0
ACC_00143,5,253478.43,10,465247.13,31,1604766.26,10,2026-06-06T19:48:45,5.17,267461.04,1
ACC_00144,3,29699.08,11,1410285.08,41,2442230.56,11,2026-06-27T04:55:16,6.83,407038.43,1
ACC_00145,0,0.0,11,505091.89,45,3299899.85,11,2026-06-10T07:16:58,7.5,549983.31,10
ACC_00146,5,196934.32,12,581779.27,44,1559267.95,12,2026-06-14T17:20:06,7.33,259877.99,1
ACC_00147,1,2119.58,9,233270.24,52,6150247.37,9,2026-06-26T07:02:27,8.67,1025041.23,2
ACC_00148,0,0.0,7,156799.47,31,1347823.28,7,2026-05-22T23:08:55,5.17,224637.21,17
ACC_00149,0,0.0,0,0.0,0,0.0,0,,0.0,0.0,700
ACC_00150,7,109373.45999999999,13,273221.01,40,2346778.16,13,2026-06-28T19:50:16,6.67,391129.69,0
ACC_00151,4,145081.04,15,775217.2,52,2864648.45,15,2026-06-29T02:20:55,8.67,477441.41,0
ACC_00152,0,0.0,13,319262.22000000003,33,1406970.06,13,2026-05-22T20:04:54,5.5,234495.01,7
ACC_00153,5,33848.6,7,49725.369999999995,33,1507754.76,7,2026-06-28T11:06:35,5.5,251292.46,0
ACC_00154,6,50331.87,22,550995.12,44,1373302.32,22,2026-06-28T11:25:17,7.33,228883.72,0
ACC_00155,5,127285.68,14,567438.31,50,2173681.59,14,2026-06-26T22:26:38,8.33,362280.26,2
ACC_00156,7,412361.45,14,636709.58,47,3201948.9699999997,14,2026-06-26T21:35:14,7.83,533658.16,2
ACC_00157,0,0.0,9,578159.34,40,1994670.33,9,2026-06-04T20:39:09,6.67,332445.06,8
ACC_00158,3,249379.53,11,536207.94,40,1222789.33,11,2026-06-27T03:20:12,6.67,203798.22,1
ACC_00159,1,2759.86,10,535152.9299999999,41,2026050.24,10,2026-06-03T20:13:44,6.83,337675.04,1
ACC_00160,1,4813.65,12,779670.04,30,2411597.97,12,2026-06-23T03:04:59,5.0,401933.0,5
ACC_00161,1,46859.72,9,556138.54,36,1231464.49,9,2026-06-16T13:49:51,6.0,205244.08,0
ACC_00162,0,0.0,8,392708.23,37,1647054.34,8,2026-06-10T22:09:51,6.17,274509.06,7
ACC_00163,4,268089.43,11,1149889.76,34,2701254.62,11,2026-06-11T10:14:11,5.67,450209.1,0
ACC_00164,2,104329.0,8,495619.79,21,788053.63,8,2026-05-13T18:36:21,3.5,131342.27,0
ACC_00165,5,234890.12,16,797895.33,40,1692978.95,16,2026-06-27T22:22:22,6.67,282163.16,1
ACC_00166,4,255610.64,15,1121290.77,46,2036357.14,15,2026-06-28T20:22:26,7.67,339392.86,0
ACC_00167,0,0.0,0,0.0,0,0.0,0,,0.0,0.0,513
ACC_00168,2,23660.38,10,329021.32,43,2982844.4899999998,10,2026-06-08T10:48:15,7.17,497140.75,2
ACC_00169,1,229637.91,9,391720.14,42,3629173.33,9,2026-06-27T01:17:26,7.0,604862.22,2
ACC_00170,3,95112.75,15,3128697.54,51,4445661.99,15,2026-06-27T01:58:16,8.5,740943.66,2
ACC_00171,2,1560.3500000000001,13,278997.2,41,1008822.88,13,2026-06-19T15:51:34,6.83,168137.15,0
ACC_00172,4,81910.76,18,1574140.71,41,2531673.11,18,2026-06-25T09:11:55,6.83,421945.52,3
ACC_00173,3,52964.96,9,265884.03,35,975371.9400000001,9,2026-06-05T00:46:46,5.83,162561.99,0
ACC_00174,2,8035.0199999999995,8,269891.45,33,2044248.64,8,2026-06-27T17:01:28,5.5,340708.11,1
ACC_00175,1,96394.32,12,442815.66,30,1693008.73,12,2026-05-27T05:56:35,5.0,282168.12,4
ACC_00176,5,391105.32999999996,11,426331.08,42,1238580.76,11,2026-06-27T10:37:42,7.0,206430.13,1
ACC_00177,3,21579.260000000002,9,612482.2300000001,41,2126230.43,9,2026-06-28T22:52:39,6.83,354371.74,0
ACC_00178,0,0.0,12,958374.86,51,1686510.4,12,2026-06-20T13:30:55,8.5,281085.07,8
ACC_00179,1,2967.2,11,1209782.31,38,3368091.02,11,2026-06-22T12:14:39,6.33,561348.5,1
ACC_00180,0,0.0,0,0.0,0,0.0,0,,0.0,0.0,1621
ACC_00181,5,4407998.859999999,10,4515736.569999999,38,5204302.06,10,2026-06-16T01:53:38,6.33,867383.68,1
ACC_00182,4,162695.73,11,434596.24,41,1855976.87,11,2026-06-28T04:26:48,6.83,309329.48,0
ACC_00183,2,517427.49,10,951177.4199999999,41,1901581.28,10,2026-06-29T00:24:42,6.83,316930.21,0
ACC_00184,0,0.0,5,489775.77999999997,26,1125235.62,5,2026-05-31T16:31:41,4.33,187539.27,19
ACC_00185,3,25346.43,10,97385.94,28,993416.63,10,2026-05-29T17:36:27,4.67,165569.44,2
ACC_00186,3,178776.68,11,1356371.77,51,3882131.66,11,2026-06-28T05:32:25,8.5,647021.94,0
ACC_00187,1,22358.21,7,229807.93,39,2955902.9,7,2026-06-19T18:24:34,6.5,492650.48,3
ACC_00188,1,370971.98,14,1771352.74,32,2529047.29,14,2026-06-14T05:37:05,5.33,421507.88,6
ACC_00189,2,10919.7,8,279225.93,36,1241109.77,8,2026-06-27T20:43:54,6.0,206851.63,1
ACC_00190,5,136711.94,12,201349.69,28,2541766.12,12,2026-05-31T02:47:09,4.67,423627.69,0
ACC_00191,3,1564677.0799999998,10,4641284.48,41,6397423.1899999995,10,2026-06-10T09:27:25,6.83,1066237.2,0
ACC_00192,6,46186.62,21,569314.1,50,2353626.06,21,2026-06-28T14:20:18,8.33,392271.01,0
ACC_00193,5,46176.36,17,418570.25,29,883868.16,17,2026-05-02T22:04:19,4.83,147311.36,0
ACC_00194,4,102583.24,19,1075035.83,55,2707629.33,19,2026-06-26T19:28:51,9.17,451271.56,2
ACC_00195,3,19511.88,8,158040.37,50,1855078.17,8,2026-06-28T07:47:50,8.33,309179.7,0
ACC_00196,2,13802.11,11,414100.62,47,2372940.26,11,2026-06-27T08:14:53,7.83,395490.04,1
ACC_00197,7,49308.840000000004,11,253139.85999999996,42,2225792.31,11,2026-06-29T02:31:55,7.0,370965.38,0
ACC_00198,0,0.0,0,0.0,0,0.0,0,,0.0,0.0,1148
ACC_00199,2,1679.06,13,1285893.17,43,2279515.85,13,2026-06-28T09:00:41,7.17,379919.31,0
ACC_00200,2,51135.81,16,186750.49,35,546817.32,16,2026-06-07T02:07:46,5.83,91136.22,2
ACC_00201,8,75948.55,30,1551838.15,53,2837765.45,30,2026-06-28T01:35:41,8.83,472960.91,1
ACC_00202,13,4964216.92,34,5539725.65,46,6234752.53,34,2026-06-28T03:52:37,7.67,1039125.42,0
ACC_00203,1,2166.5,7,432968.07,41,2080788.09,7,2026-06-23T21:44:23,6.83,346798.02,5
ACC_00204,6,197086.2,18,629455.81,53,3162529.55,18,2026-06-28T14:02:55,8.83,527088.26,0
ACC_00205,3,445032.52,15,1543353.7,39,2595219.8000000003,15,2026-06-06T07:22:33,6.5,432536.63,3
ACC_00206,1,3512.05,7,212393.28999999998,28,2821822.22,7,2026-05-27T15:39:46,4.67,470303.7,2
ACC_00207,0,0.0,14,4966002.02,47,6364362.46,14,2026-06-20T13:01:32,7.83,1060727.08,8
ACC_00208,2,103168.05,12,576549.86,34,1598263.7,12,2026-06-05T20:37:06,5.67,266377.28,3
ACC_00209,4,383696.89,14,836123.49,42,1869651.14,14,2026-06-29T00:55:02,7.0,311608.52,0
ACC_00210,3,132473.55,13,662550.66,32,1907678.03,13,2026-06-29T00:02:44,5.33,317946.34,0
ACC_00211,5,205889.4,12,402266.27,44,1757020.67,12,2026-06-24T17:49:47,7.33,292836.78,1
ACC_00212,2,23993.690000000002,15,536123.4400000001,43,1199160.07,15,2026-06-28T21:52:50,7.17,199860.01,0
ACC_00213,4,819077.72,15,1384990.4,47,2128156.16,15,2026-06-26T12:58:03,7.83,354692.69,2
ACC_00214,3,62065.5,9,302841.6,44,2015166.55,9,2026-06-26T15:03:19,7.33,335861.09,2
ACC_00215,0,0.0,0,0.0,0,0.0,0,,0.0,0.0,1654
ACC_00216,5,352493.06,19,1486244.25,44,2152585.08,19,2026-06-04T17:24:29,7.33,358764.18,3
ACC_00217,3,29585.35,8,135620.81,35,3064580.61,8,2026-06-05T18:37:26,5.83,510763.44,2
ACC_00218,3,1441552.02,11,2125831.9399999995,44,3580754.1999999997,11,2026-06-28T22:48:00,7.33,596792.37,0
ACC_00219,0,0.0,0,0.0,0,0.0,0,,0.0,0.0,773
ACC_00220,0,0.0,11,843326.47,29,1093829.96,11,2026-05-12T14:58:06,4.83,182304.99,8
ACC_00221,3,8170.88,9,478685.76,36,1910275.32,9,2026-06-28T14:52:08,6.0,318379.22,0
ACC_00222,6,149226.90999999997,14,570460.36,41,1664194.05,14,2026-05-30T13:42:08,6.83,277365.68,0
ACC_00223,4,255576.99,15,763568.19,48,3802935.25,15,2026-06-28T18:56:11,8.0,633822.54,0
ACC_00224,0,0.0,7,212790.03,37,3101321.2600000002,7,2026-06-18T07:22:37,6.17,516886.88,9
ACC_00225,2,106669.27,18,4558777.72,59,6735657.58,18,2026-06-28T13:58:56,9.83,1122609.6,0
ACC_00226,3,187115.6,13,434621.24,41,2074987.84,13,2026-06-14T20:55:48,6.83,345831.31,1
ACC_00227,8,1892501.16,18,2277991.73,34,3229524.57,18,2026-06-01T15:30:30,5.67,538254.1,2
ACC_00228,2,79947.88,10,295862.08,35,1152782.3099999998,10,2026-06-26T20:29:54,5.83,192130.38,2
ACC_00229,1,6821.24,14,386972.9,45,1730461.54,14,2026-06-25T09:07:46,7.5,288410.26,3
ACC_00230,4,92015.88,8,154371.98,27,952737.9400000001,8,2026-06-14T00:49:03,4.5,158789.66,1
ACC_00231,3,120274.13,19,382258.6,53,3399430.84,19,2026-06-27T18:12:06,8.83,566571.81,1
ACC_00232,3,56201.88,10,123158.57,46,1693747.75,10,2026-06-28T06:33:04,7.67,282291.29,0
ACC_00233,5,54795.689999999995,13,241924.59,37,1528610.31,13,2026-06-23T16:57:26,6.17,254768.38,0
ACC_00234,4,36840.799999999996,16,245237.25,47,2772252.5599999996,16,2026-06-18T16:28:12,7.83,462042.09,1
ACC_00235,1,4064.33,13,461071.43,36,2072351.23,13,2026-06-24T07:35:56,6.0,345391.87,3
ACC_00236,1,39931.24,11,629399.12,34,1412135.57,11,2026-06-28T01:48:03,5.67,235355.93,1
ACC_00237,6,362006.95,17,1452964.01,43,4986793.95,17,2026-06-23T01:41:11,7.17,831132.32,0
ACC_00238,3,39497.92,12,278091.02,37,1910495.44,12,2026-06-02T11:07:40,6.17,318415.91,1
ACC_00239,2,98324.70999999999,10,3274032.93,39,6589161.38,10,2026-06-11T21:05:20,6.5,1098193.56,4
ACC_00240,5,198176.57,10,460724.56,32,2469122.43,10,2026-06-27T18:21:23,5.33,411520.4,1
ACC_00241,1,353.87,10,350957.74,44,2141588.35,10,2026-06-11T01:11:04,7.33,356931.39,4
ACC_00242,4,110504.39,16,459960.79,41,1417097.28,16,2026-06-28T00:23:39,6.83,236182.88,1
ACC_00243,2,72026.2,13,445376.45999999996,43,1186132.33,13,2026-06-27T13:42:15,7.17,197688.72,1
ACC_00244,0,0.0,12,906405.14,43,1742712.86,12,2026-06-08T21:07:25,7.17,290452.14,8
ACC_00245,3,29914.37,17,1352258.92,40,1824623.44,17,2026-06-05T08:55:48,6.67,304103.91,0
ACC_00246,0,0.0,12,878292.85,44,3072148.28,12,2026-06-11T18:51:56,7.33,512024.71,8
ACC_00247,0,0.0,12,748888.1000000001,51,3598897.37,12,2026-06-19T08:44:52,8.5,599816.23,9
ACC_00248,4,404064.54000000004,8,553327.31,25,1517538.76,8,2026-05-13T22:41:48,4.17,252923.13,0
