txn_count_7d,volume_7d,txn_count_30d,volume_30d,total_count_180d,total_volume_180d,unique_counterparties_30d,avg_monthly_count,avg_monthly_volume,dormancy_days,kyc_tier,declared_annual_income,near_threshold_txns_30d,income_utilization_ratio_30d,outflow_ratio_1h,account_type_CURRENT,account_type_SALARY,account_type_SAVINGS,entity_type_BUSINESS,entity_type_INDIVIDUAL,entity_type_TRUST,status_ACTIVE,risk_category_HIGH,risk_category_LOW,risk_category_MEDIUM
0,0.0,8,1211929.83,40,3309798.64,8,6.67,551633.11,8,2,9100000,0.0,0.1331791021978022,0.0,False,False,True,False,True,False,True,False,True,False
3,230186.08,16,590667.16,43,1918602.25,16,7.17,319767.04,1,2,2700000,0.0,0.21876561481481482,0.01886648333477188,False,False,True,False,True,False,True,False,False,True
4,277783.2,14,1649010.85,54,3199880.59,14,9.0,533313.43,3,1,1200000,0.0,1.3741757083333335,0.0,False,True,False,False,True,False,True,False,True,False
2,201594.85,7,308187.42,28,1172596.51,7,4.67,195432.75,2,1,1400000,0.0,0.2201338714285714,0.0,False,True,False,False,True,False,True,False,False,True
4,237435.82,14,895479.5700000001,46,2132201.74,14,7.67,355366.96,3,2,2800000,0.0,0.31981413214285714,0.0,False,True,False,False,True,False,True,False,True,False
2,48093.17,17,499212.68,57,1890678.25,17,9.5,315113.04,3,2,3000000,0.0,0.16640422666666665,0.012053313506428442,True,False,False,True,False,False,True,False,True,False
3,37123.08,17,517446.36,51,1324587.19,17,8.5,220764.53,0,0,0,0.0,5.1744636,0.0,False,True,False,False,True,False,True,False,True,False
2,34247.73,13,277674.75,48,1484060.94,13,8.0,247343.49,2,2,6300000,0.0,0.044075357142857145,0.0,False,True,False,False,True,False,True,False,True,False
3,114089.55,10,546370.46,43,1688635.92,10,7.17,281439.32,1,2,9800000,0.0,0.055752087755102035,0.0,False,False,True,False,True,False,True,False,True,False
3,990613.02,10,1329618.63,43,2856225.86,10,7.17,476037.64,5,3,60000000,0.0,0.0221603105,0.0,True,False,False,True,False,False,True,False,False,True
1,1182.61,10,1464124.5,41,5935871.99,10,6.83,989312.0,2,2,9600000,0.0,0.15251296875,0.4919463838770687,False,False,True,False,True,False,True,False,True,False
2,1543.4,11,631145.98,51,1733042.4,11,8.5,288840.4,3,3,48500000,0.0,0.01301331917525773,0.0,True,False,False,True,False,False,True,False,True,False
2,60335.32,10,249513.87,35,1390639.18,10,5.83,231773.2,0,1,400000,0.0,0.623784675,0.0,False,False,True,False,True,False,True,False,True,False
3,40317.4,17,610092.62,46,1833424.03,17,7.67,305570.67,0,2,6400000,0.0,0.095326971875,0.0,False,True,False,False,True,False,True,False,True,False
1,1172.78,9,1393680.16,53,2743000.97,9,8.83,457166.83,0,1,500000,0.0,2.78736032,0.02195674180224267,False,False,True,False,True,False,True,False,True,False
3,336982.73,11,9444747.19,42,10659621.37,11,7.0,1776603.56,0,2,2500000,0.0,3.7778988759999996,0.0,False,False,True,False,True,False,True,False,True,False
3,49973.93,10,1124041.73,45,2890325.68,9,7.5,481720.95,1,1,1200000,0.0,0.9367014416666667,0.0008786653508377255,False,False,True,False,True,False,True,False,False,True
3,983122.07,13,1245128.39,40,2037120.69,13,6.67,339520.12,1,2,5900000,0.0,0.2110387101694915,0.0,False,True,False,False,True,False,True,True,False,False
3,1021553.94,9,1312902.6700000002,49,3179373.65,9,8.17,529895.61,3,2,9600000,0.0,0.1367606947916667,0.010884958705582672,False,True,False,False,True,False,True,False,True,False
3,83116.59,11,360614.22,48,1734104.95,11,8.0,289017.49,0,1,1400000,0.0,0.2575815857142857,0.0,False,False,True,False,True,False,True,False,True,False
5,189421.99,17,665730.13,45,1434589.31,16,7.5,239098.22,0,2,6600000,0.0,0.10086820151515151,0.0,False,True,False,False,True,False,True,False,True,False
6,169487.80000000002,15,544921.86,42,1093938.6,15,7.0,182323.1,1,2,4100000,0.0,0.13290777073170731,0.0,False,False,True,False,True,False,True,False,True,False
0,0.0,10,2106907.76,37,2481112.52,10,6.17,413518.75,14,2,3200000,0.0,0.6584086749999999,0.0,True,False,False,True,False,False,True,False,True,False
3,26839.9,10,200995.8,43,1438344.59,10,7.17,239724.1,1,2,9000000,0.0,0.022332866666666666,0.12752513806384114,True,False,False,False,False,True,True,False,True,False
2,210353.64,9,311233.88,43,1519601.42,9,7.17,253266.9,0,2,7200000,0.0,0.04322692777777778,0.0,False,True,False,False,True,False,True,False,True,False
3,85793.87,12,512313.0,42,1925442.78,12,7.0,320907.13,3,1,1400000,0.0,0.36593785714285715,0.0,False,True,False,False,True,False,True,False,True,False
4,36015.35,10,594338.64,50,2127153.19,10,8.33,354525.53,1,2,7100000,0.0,0.08370966760563381,0.0,False,True,False,False,True,False,True,False,True,False
1,4577.36,7,417001.64,43,1814938.56,7,7.17,302489.76,4,1,1000000,0.0,0.41700164,0.0,False,True,False,False,True,False,True,False,False,True
3,24365.410000000003,11,227397.59,36,1455289.87,11,6.0,242548.31,0,3,16200000,0.0,0.014036888271604937,0.0,True,False,False,True,False,False,True,False,True,False
2,7535.25,9,360756.14,48,2211074.19,9,8.0,368512.36,0,2,4700000,0.0,0.0767566255319149,0.0,False,True,False,False,True,False,True,False,True,False
0,0.0,0,0.0,1,1860033.84,0,0.17,310005.64,46,1,1100000,0.0,0.0,0.0,False,True,False,False,True,False,True,False,True,False
0,0.0,5,364760.5,36,1189237.22,5,6.0,198206.2,13,2,1800000,0.0,0.2026447222222222,0.0,False,True,False,False,True,False,True,False,True,False
1,19020.47,10,368551.75,40,1315383.43,10,6.67,219230.57,6,2,7200000,0.0,0.051187743055555554,0.0,False,False,True,False,True,False,True,False,True,False
4,227169.74,10,495001.95,44,1713577.1,10,7.33,285596.18,0,1,1200000,0.0,0.412501625,0.0,False,False,True,False,True,False,True,False,False,True
1,117923.88,8,417634.65,38,2123038.08,8,6.33,353839.68,5,1,1100000,0.0,0.3796678636363637,0.0,False,True,False,False,True,False,True,False,True,False
3,44538.86,10,1069420.27,48,2199451.99,10,8.0,366575.33,2,2,8300000,0.0,0.1288458156626506,0.0,False,True,False,False,True,False,True,False,False,True
6,81588.9,14,735648.72,42,1930033.29,14,7.0,321672.22,1,1,300000,0.0,2.4521623999999997,0.0,False,True,False,False,True,False,True,False,True,False
3,33723.4,19,7760535.43,59,9077161.989999998,19,9.83,1512860.33,0,3,76000000,0.0,0.10211230828947368,0.016302988765501847,False,False,True,False,True,False,True,False,True,False
2,219882.36,16,781913.01,53,2655830.46,16,8.83,442638.41,5,2,8300000,0.0,0.09420638674698795,0.0,True,False,False,True,False,False,True,True,False,False
1,12602.86,8,268939.38,45,1970196.85,8,7.5,328366.14,0,3,84600000,0.0,0.0031789524822695035,0.004147352546448623,False,True,False,False,True,False,True,False,True,False
1,5770.26,12,507556.53,54,1857120.32,12,9.0,309520.05,2,2,4300000,0.0,0.11803640232558141,0.0,False,False,True,False,True,False,True,False,True,False
2,152378.44999999998,11,5029493.15,40,5953166.78,11,6.67,992194.46,4,2,7500000,0.0,0.6705990866666667,0.0,True,False,False,True,False,False,True,False,True,False
6,975252.7,19,1254003.15,53,2818215.2,19,8.83,469702.53,0,3,55700000,0.0,0.022513521543985636,0.0,False,False,True,False,True,False,True,False,False,True
2,304199.91000000003,12,2061597.94,46,3569108.23,12,7.67,594851.37,1,3,39200000,0.0,0.05259178418367347,0.012056557722648329,False,True,False,False,True,False,True,False,True,False
0,0.0,0,0.0,0,0.0,0,0.0,0.0,1177,3,31700000,0.0,0.0,0.0,False,True,False,False,True,False,True,False,False,True
1,3143.7,11,341381.23,49,1683928.24,11,8.17,280654.71,5,3,96300000,0.0,0.0035449764278296988,0.0,True,False,False,True,False,False,True,False,True,False
3,341004.33,7,551043.5700000001,37,2005531.22,7,6.17,334255.2,2,0,0,0.0,5.5104357,0.0,False,True,False,False,True,False,True,False,True,False
6,65156.46,14,205681.31,46,1070585.5,14,7.67,178430.92,0,1,600000,0.0,0.34280218333333334,0.002252073871945597,False,False,True,False,True,False,True,False,True,False
3,1002416.98,10,2082330.79,39,3257400.04,10,6.5,542900.01,4,1,300000,0.0,6.941102633333333,0.0,False,True,False,False,True,False,True,False,True,False
0,0.0,6,1187040.28,34,2136419.36,6,5.67,356069.89,9,2,3700000,0.0,0.3208216972972973,0.0,False,False,True,False,True,False,True,False,True,False
3,125238.14,14,744473.3099999999,39,2128638.72,14,6.5,354773.12,0,2,9600000,0.0,0.077549303125,0.0,False,True,False,False,True,False,True,False,False,True
1,4716.93,5,106511.13,31,580446.77,5,5.17,96741.13,4,2,6800000,0.0,0.015663401470588235,0.0,False,False,True,False,True,False,True,False,True,False
1,36284.7,10,299297.65,43,1575639.8,10,7.17,262606.63,2,2,6500000,0.0,0.04604579230769231,0.0,False,True,False,False,True,False,True,False,True,False
4,10920.54,12,515353.75,43,1730852.26,12,7.17,288475.38,1,1,700000,0.0,0.7362196428571428,0.003310589456384268,False,True,False,False,True,False,True,False,True,False
1,1675.51,40,33348146.99,75,34755407.99,40,12.5,5792568.0,0,2,8000000,34.0,4.16851837375,0.0,False,False,True,False,True,False,True,False,True,False
1,200000.0,12,299799.72000000003,48,2066254.64,12,8.0,344375.77,6,3,70000000,0.0,0.004282853142857143,0.0,True,False,False,True,False,False,True,False,True,False
7,292246.48,18,960695.44,47,2259149.4,18,7.83,376524.9,0,2,4500000,0.0,0.21348787555555554,0.0,True,False,False,True,False,False,True,False,False,True
1,931568.38,27,25615931.24,27,25615931.24,27,4.5,4269321.87,6,3,15200000,25.0,1.6852586342105262,0.0,True,False,False,True,False,False,True,False,True,False
0,0.0,0,0.0,0,0.0,0,0.0,0.0,1116,3,53700000,0.0,0.0,0.0,False,True,False,False,True,False,True,False,True,False
4,231710.9,9,500435.62,38,1417249.97,9,6.33,236208.33,1,3,85000000,0.0,0.005887477882352941,0.0,True,False,False,False,False,True,True,False,True,False
2,58230.5,25,14843822.97,50,15825076.06,25,8.33,2637512.68,2,2,7500000,15.0,1.9791763960000002,0.0,False,True,False,False,True,False,True,False,True,False
2,33434.21,12,396919.0,51,1877531.33,12,8.5,312921.89,2,3,45000000,0.0,0.008820422222222223,0.0,False,True,False,False,True,False,True,False,True,False
0,0.0,0,0.0,0,0.0,0,0.0,0.0,996,1,1200000,0.0,0.0,0.0,False,False,True,False,True,False,True,False,True,False
3,175851.1,11,534118.77,40,1417535.72,11,6.67,236255.95,0,0,0,0.0,5.3411877,0.0,False,True,False,False,True,False,True,True,False,False
3,138990.32,11,1604612.95,39,2718863.49,11,6.5,453143.92,1,1,1300000,0.0,1.2343176538461538,0.0,False,True,False,False,True,False,True,False,False,True
1,28783.67,17,809434.0399999999,46,2036334.85,17,7.67,339389.14,6,2,5200000,0.0,0.1556603923076923,0.0,True,False,False,True,False,False,True,False,True,False
4,104973.53,18,738496.0,49,1916381.13,18,8.17,319396.86,0,0,0,0.0,7.38496,0.0,False,True,False,False,True,False,True,False,True,False
0,0.0,10,364107.54,44,2205423.54,10,7.33,367570.59,7,0,0,0.0,3.6410753999999996,0.0,False,True,False,False,True,False,True,False,False,True
3,21384.52,9,1023736.56,54,3091394.59,9,9.0,515232.43,1,1,1200000,0.0,0.8531138,0.002300288984331412,False,False,True,False,True,False,True,False,True,False
3,978375.15,12,1220966.93,41,1999293.52,12,6.83,333215.59,2,1,1500000,0.0,0.8139779533333333,0.0,False,False,True,False,True,False,True,False,True,False
0,0.0,1,948746.34,1,948746.34,1,0.17,158124.39,15,1,1100000,0.0,0.8624966727272727,0.0,False,True,False,False,True,False,True,False,True,False
4,7524039.35,14,8675185.51,48,9811084.58,14,8.0,1635180.76,1,2,9700000,0.0,0.8943490216494845,0.03318457885098239,False,False,True,False,True,False,True,False,True,False
2,12172.73,7,141845.54,35,1145019.62,7,5.83,190836.6,0,1,300000,0.0,0.4728184666666667,0.0,False,False,True,False,True,False,True,False,True,False
3,35128.63,11,2018441.66,39,3430565.0,11,6.5,571760.83,3,3,79900000,0.0,0.025262098372966207,0.0,True,False,False,False,False,True,True,False,True,False
5,85125.77,12,221010.89,51,2105327.53,12,8.5,350887.92,1,2,3300000,0.0,0.06697299696969697,0.0,False,False,True,False,True,False,True,False,True,False
1,59739.39,8,360992.64,43,1836352.95,8,7.17,306058.82,0,3,79300000,0.0,0.004552240100882724,0.0,True,False,False,False,False,True,True,False,False,True
0,0.0,1,913808.14,1,913808.14,1,0.17,152301.36,21,2,9800000,0.0,0.09324572857142857,0.0,False,False,True,False,True,False,True,False,True,False
4,194898.34,9,441471.2,48,1757728.62,9,8.0,292954.77,1,2,4200000,0.0,0.10511219047619048,0.0,False,False,True,False,True,False,True,False,True,False
6,146959.4,13,243433.47,53,2333266.75,13,8.83,388877.79,0,1,1300000,0.0,0.18725651538461538,0.045878523101748565,False,False,True,False,True,False,True,False,False,True
0,0.0,6,76388.19,46,2076849.61,6,7.67,346141.6,10,1,700000,0.0,0.10912598571428572,0.0024539356805191094,False,True,False,False,True,False,True,True,False,False
4,276811.91,13,907730.07,52,2378514.17,13,8.67,396419.03,1,3,25600000,0.0,0.035458205859375,0.09568516751409215,True,False,False,True,False,False,True,False,True,False
3,217663.33,13,699698.72,41,2171735.09,13,6.83,361955.85,6,2,8600000,0.0,0.08136031627906977,0.1570255799031102,True,False,False,False,False,True,True,False,True,False
5,253952.87,18,1777050.77,54,3304617.31,18,9.0,550769.55,0,1,500000,0.0,3.55410154,0.0,False,False,True,False,True,False,True,False,True,False
5,127543.93,13,372202.42,47,2492289.78,13,7.83,415381.63,1,2,8000000,0.0,0.0465253025,0.0,False,False,True,False,True,False,True,False,True,False
2,201886.24,7,314622.15,35,1218094.4,7,5.83,203015.73,1,2,9100000,0.0,0.03457386263736264,0.0,False,True,False,False,True,False,True,True,False,False
4,233454.11,12,734641.92,48,1815433.78,12,8.0,302572.3,1,0,0,0.0,7.346419200000001,0.0,False,True,False,False,True,False,True,False,True,False
4,237422.0,11,346170.68,59,1984783.09,11,9.83,330797.18,0,1,900000,0.0,0.3846340888888889,0.0,False,False,True,False,True,False,True,True,False,False
6,295136.94,11,325296.09,43,1484627.09,11,7.17,247437.85,0,2,2900000,0.0,0.11217106551724139,0.0,True,False,False,False,False,True,True,False,True,False
2,5416.55,18,1324865.62,55,2874312.72,18,9.17,479052.12,2,0,0,0.0,13.248656200000001,0.0,False,False,True,False,True,False,True,False,True,False
5,177707.46,16,1276836.61,39,1934937.62,16,6.5,322489.6,3,1,900000,0.0,1.4187073444444445,0.0,False,False,True,False,True,False,True,False,True,False
3,14749.33,12,259122.81,47,1735945.07,12,7.83,289324.18,0,3,29800000,0.0,0.008695396308724831,0.0,False,False,True,False,True,False,True,False,True,False
7,396593.21,15,673150.51,40,1104889.02,15,6.67,184148.17,0,2,3000000,0.0,0.22438350333333335,0.0,True,False,False,True,False,False,True,False,True,False
3,53133.87,14,219123.52,45,1544163.92,14,7.5,257360.65,1,2,8600000,0.0,0.02547947906976744,0.0,True,False,False,True,False,False,True,False,True,False
4,149120.22999999998,13,575725.27,48,2291188.74,13,8.0,381864.79,3,2,6400000,0.0,0.08995707343750001,0.0,False,True,False,False,True,False,True,False,True,False
1,3353.24,9,376776.74,53,7440988.61,9,8.83,1240164.77,6,3,81400000,0.0,0.004628706879606879,0.006658434827066105,False,True,False,False,True,False,True,False,True,False
3,8193.43,14,1752192.76,52,3849987.06,14,8.67,641664.51,0,3,26900000,0.0,0.06513727732342008,0.0,False,True,False,False,True,False,True,False,False,True
5,7680391.78,12,7859293.57,37,8447799.35,12,6.17,1407966.56,0,2,7500000,0.0,1.0479058093333333,0.003682485147971078,False,True,False,False,True,False,True,False,True,False
0,0.0,0,0.0,0,0.0,0,0.0,0.0,184,2,2400000,0.0,0.0,0.0,False,False,True,False,True,False,True,False,True,False
1,5893.28,10,1489154.35,49,3023041.24,10,8.17,503840.21,1,2,6700000,0.0,0.22226184328358212,0.0,False,False,True,False,True,False,True,False,False,True
4,85267.34,13,423341.24,47,4934531.56,13,7.83,822421.93,3,1,600000,0.0,0.7055687333333334,0.7299340669356014,False,True,False,False,True,False,True,False,True,False
3,207999.47,12,1356571.45,47,2545836.15,12,7.83,424306.02,4,2,4100000,0.0,0.33087108536585363,0.0,True,False,False,True,False,False,True,False,False,True
3,82590.3,10,1386765.92,42,2906902.75,10,7.0,484483.79,1,2,5000000,0.0,0.277353184,0.0,False,False,True,False,True,False,True,False,False,True
4,22810.91,14,1245955.76,51,2915718.66,14,8.5,485953.11,0,3,64500000,0.0,0.019317143565891474,0.0,False,True,False,False,True,False,True,False,True,False
3,36653.83,7,131598.85,40,1160779.02,7,6.67,193463.17,0,2,8500000,0.0,0.015482217647058824,0.0,True,False,False,True,False,False,True,False,False,True
1,14180.85,14,2582127.07,39,3523140.9799999995,14,6.5,587190.16,4,2,2500000,0.0,1.032850828,0.6151304572330539,True,False,False,True,False,False,True,False,True,False
4,228874.52,15,1462663.38,43,2792951.89,15,7.17,465491.98,2,0,0,0.0,14.626633799999999,0.0,False,True,False,False,True,False,True,False,True,False
1,29841.56,5,1034220.26,31,1955001.55,5,5.17,325833.59,6,1,900000,0.0,1.1491336222222222,0.0,False,False,True,False,True,False,True,False,True,False
1,10994.21,20,1433555.42,56,4805429.18,20,9.33,800904.86,4,2,4700000,0.0,0.3050117914893617,0.39790406200723527,True,False,False,True,False,False,True,False,True,False
5,426238.22,14,822112.27,53,1856664.93,14,8.83,309444.15,0,1,800000,0.0,1.0276403375,0.0025132109415727487,False,False,True,False,True,False,True,False,True,False
0,0.0,0,0.0,0,0.0,0,0.0,0.0,418,0,0,0.0,0.0,0.0,False,False,True,False,True,False,True,False,True,False
4,1062164.59,14,1644608.36,47,3387148.12,14,7.83,564524.69,0,2,4200000,0.0,0.39157341904761905,0.0,False,True,False,False,True,False,True,True,False,False
1,28342.44,9,545479.4199999999,45,2047031.94,9,7.5,341171.99,4,3,49300000,0.0,0.011064491277890465,0.0,False,False,True,False,True,False,True,False,True,False
3,55364.89,11,917348.23,35,2304664.16,11,5.83,384110.69,0,2,10000000,0.0,0.091734823,0.0,False,False,True,False,True,False,True,False,True,False
2,20473.35,5,1029883.65,41,2768113.2800000003,5,6.83,461352.21,1,2,5000000,0.0,0.20597673,0.0,True,False,False,True,False,False,True,False,True,False
5,111259.96,12,381828.99,39,1391073.9,12,6.5,231845.65,0,3,55300000,0.0,0.006904683363471971,0.0,False,True,False,False,True,False,True,False,False,True
1,3358.13,8,518367.6,38,1670543.59,8,6.33,278423.93,6,2,4900000,0.0,0.10578930612244898,0.0,True,False,False,True,False,False,True,False,True,False
4,1042479.09,16,1208991.01,60,3085263.83,16,10.0,514210.64,1,2,2000000,0.0,0.604495505,0.0,False,True,False,False,True,False,True,False,True,False
2,6644.28,12,212271.61,37,1010756.81,12,6.17,168459.47,0,1,700000,0.0,0.3032451571428571,0.011157679675601204,False,True,False,False,True,False,True,False,False,True
1,975904.47,1,975904.47,1,975904.47,1,0.17,162650.74,5,2,1300000,0.0,0.7506957461538462,0.0,True,False,False,True,False,False,True,False,True,False
6,249682.88,15,447813.6,53,1416628.9,15,8.83,236104.82,0,1,800000,0.0,0.559767,0.0,False,True,False,False,True,False,True,True,False,False
2,31180.67,16,2631476.11,45,3377047.7800000003,16,7.5,562841.3,3,2,4800000,0.0,0.5482241895833333,0.0,False,True,False,False,True,False,True,True,False,False
2,14972.25,9,4540904.29,48,6658951.75,9,8.0,1109825.29,2,2,4200000,0.0,1.081167688095238,0.0,True,False,False,True,False,False,True,True,False,False
4,47528.38,10,485579.16,47,1906498.76,10,7.83,317749.79,1,2,7900000,0.0,0.0614657164556962,0.0,False,False,True,False,True,False,True,False,True,False
3,42482.2,13,248022.98,39,1182260.92,13,6.5,197043.49,1,2,4400000,0.0,0.05636885909090909,0.0,False,False,True,False,True,False,True,False,True,False
4,29003.44,11,308970.13,42,1247303.29,11,7.0,207883.88,3,1,1500000,0.0,0.20598008666666667,0.0,False,False,True,False,True,False,True,False,True,False
1,88706.25,8,488019.08,38,1443562.76,8,6.33,240593.79,6,2,3100000,0.0,0.15742550967741936,0.0,False,True,False,False,True,False,True,False,True,False
2,157101.81,13,5838844.96,52,7235702.31,13,8.67,1205950.38,1,2,5100000,0.0,1.1448715607843136,0.0,False,True,False,False,True,False,True,False,True,False
4,39149.87,16,221995.36,53,2224786.92,16,8.83,370797.82,0,3,90500000,0.0,0.002452987403314917,0.0,True,False,False,True,False,False,True,False,True,False
4,990520.18,15,1477803.43,50,2888923.91,15,8.33,481487.32,0,1,1200000,0.0,1.2315028583333332,0.0,False,True,False,False,True,False,True,False,False,True
2,4177.24,15,832248.71,48,1887109.13,15,8.0,314518.19,3,2,6900000,0.0,0.12061575507246376,0.009584805846788452,False,False,True,False,True,False,True,False,True,False
2,88184.5,11,1199865.72,32,2189012.48,11,5.33,364835.41,3,1,400000,0.0,2.9996643,0.0,False,True,False,False,True,False,True,False,False,True
3,172932.36000000002,13,688271.16,52,2200101.94,13,8.67,366683.66,1,1,1100000,0.0,0.6257010545454545,0.0,False,False,True,False,True,False,True,False,True,False
3,20063.43,9,218179.53000000003,36,1245619.1,9,6.0,207603.18,1,1,500000,0.0,0.4363590600000001,0.0,False,True,False,False,True,False,True,False,False,True
2,9758.5,12,563671.4,47,2145644.74,12,7.83,357607.46,4,1,800000,0.0,0.7045892500000001,0.00028826569281179633,False,True,False,False,True,False,True,False,True,False
4,171648.2,12,693429.31,44,2024096.47,12,7.33,337349.41,2,3,85200000,0.0,0.008138841666666667,0.0,False,True,False,False,True,False,True,False,False,True
4,1040758.31,14,1242481.27,50,2628741.26,14,8.33,438123.54,0,2,8900000,0.0,0.1396046370786517,0.0,False,True,False,False,True,False,True,False,True,False
3,42722.880000000005,14,1329350.51,47,2423715.62,14,7.83,403952.6,0,1,1100000,0.0,1.2085004636363637,0.0,False,False,True,False,True,False,True,False,True,False
1,313.71,6,110194.35,42,1704379.13,6,7.0,284063.19,5,2,5200000,0.0,0.021191221153846154,0.0,False,True,False,False,True,False,True,False,True,False
2,8218.630000000001,11,482610.41,47,2101791.44,11,7.83,350298.57,1,2,2500000,0.0,0.193044164,0.011677552184608178,False,True,False,False,True,False,True,False,False,True
3,17393.2,20,1299358.43,52,2105711.53,20,8.67,350951.92,0,2,5800000,0.0,0.22402731551724137,0.0,False,True,False,False,True,False,True,False,True,False
2,52786.25,10,436299.5,53,2926453.92,10,8.83,487742.32,5,1,1300000,0.0,0.335615,0.0,False,False,True,False,True,False,True,False,True,False
2,3243.84,11,356085.89,36,1514205.39,11,6.0,252367.56,4,2,6000000,0.0,0.059347648333333336,0.0,False,True,False,False,True,False,True,True,False,False
2,10386.78,18,6597642.380000001,50,7880867.890000001,18,8.33,1313477.98,1,3,62100000,0.0,0.10624222834138487,0.0,True,False,False,True,False,False,True,False,True,False
3,3783.31,8,58178.03999999999,45,1449210.65,8,7.5,241535.11,0,2,3900000,0.0,0.014917446153846152,0.0,True,False,False,True,False,False,True,False,True,False
0,0.0,12,200658.62,34,978930.45,12,5.67,163155.08,7,3,87700000,0.0,0.002288011630558723,0.0,True,False,False,False,False,True,True,False,True,False
0,0.0,0,0.0,0,0.0,0,0.0,0.0,1004,2,3500000,0.0,0.0,0.0,False,False,True,False,True,False,True,False,True,False
3,7118068.76,8,7283772.12,38,8794548.87,8,6.33,1465758.14,1,2,1900000,0.0,3.8335642736842104,0.0,False,True,False,False,True,False,True,False,True,False
3,105466.67,12,208159.96,43,1048979.64,12,7.17,174829.94,0,2,3100000,0.0,0.06714837419354838,0.0005357046228927949,False,False,True,False,True,False,True,False,True,False
2,5677879.49,2,5677879.49,4,9324637.51,2,0.67,1554106.25,1,3,63500000,0.0,0.08941542503937008,0.3871775642780102,False,False,True,False,True,False,True,True,False,False
0,0.0,0,0.0,0,0.0,0,0.0,0.0,152,1,900000,0.0,0.0,0.0,False,True,False,False,True,False,True,False,False,True
2,95790.28,13,426551.96,47,2702504.87,13,7.83,450417.48,4,2,5900000,0.0,0.07229694237288135,0.0,False,True,False,False,True,False,True,False,False,True
1,16395.53,15,1511010.51,45,2725136.6,15,7.5,454189.43,2,2,8300000,0.0,0.18204945903614458,0.004582367519624072,False,False,True,False,True,False,True,False,True,False
